,Average
1023,132.5014192611635
1024,163.8862906335866
1025,138.16980399457864
1026,-63.57805901298057
1027,123.3312503254801
1028,131.80180968263363
1029,207.36432790285068
1030,146.9511787095335
1031,192.01907008489982
1032,138.66942138514057
1033,179.06968653079872
1034,169.66267514881912
1035,183.9538541126403
1036,159.38734175851965
1037,207.32560322044907
1038,172.40702674967736
1039,205.0836972530247
1040,176.8571895081815
1041,149.43114207182114
1042,148.07713949835778
1043,-14.470343932973316
1044,141.74816252896886
1045,132.97097105648587
1046,167.95959411272324
1047,188.61125674450332
1048,173.4263572458215
1049,149.58810790516299
1050,187.3255654379181
1051,143.88322912051993
1052,113.91090402587363
1053,133.82229027732168
1054,171.88819020979014
1055,153.71206845038387
1056,155.02330186014564
1057,148.76606910267503
1058,187.3255654379181
1059,167.2096499089511
1060,22.572209568561433
1061,132.683198446929
1062,171.88819020979014
1063,131.04175913063767
1064,171.8915050171596
1065,144.59584862817206
1066,109.6002404551371
1067,115.63795934056614
1068,113.32467346741669
1069,168.37655376703825
1070,119.45425370585777
1071,121.63392454127029
1072,197.12506899882754
1073,129.8830472644419
1074,109.6002404551371
1075,135.22758526099992
1076,50.09202791036583
1077,189.1360313974535
1078,162.2069150570788
1079,178.03604144593905
1080,165.91728269017148
1081,116.50896889770203
1082,151.27156878455418
1083,163.33071224982908
1084,126.79401367597816
1085,115.8797560046348
1086,161.91252420231515
1087,133.4428253746317
1088,170.26238509073121
1089,141.06626949736992
1090,151.11088422410236
1091,188.37035856289236
1092,193.47268008556085
1093,135.4667781384012
1094,156.54522392297946
1095,164.1782211496104
1096,203.7859370174165
1097,218.07924583200528
1098,183.38869739349417
1099,188.37035856289236
1100,176.82414626913214
1101,105.48138066382523
1102,161.4079778016401
1103,210.1206514261879
1104,167.61616353567265
1105,215.79791568076462
1106,182.72132411232548
1107,188.37036548559635
1108,178.961712373034
1109,161.47716116065493
1110,161.53796686025615
1111,161.05666513525068
1112,131.92029658241364
1113,163.70354564848716
1114,160.45175166826556
1115,177.27284853049298
1116,117.8631918036559
1117,95.76560292437034
1118,172.69396666419402
1119,161.227714907638
1120,133.94830556267965
1121,180.41718739336844
1122,218.0409324439192
1123,188.1857635944255
1124,188.41643203089933
1125,148.71750226422117
1126,185.90344051762494
1127,161.06406312940902
1128,134.3411476932384
1129,220.24567656639755
1130,153.19147249686657
1131,129.08838163316693
1132,121.69061045365463
1133,144.37742088586154
1134,102.28088980364035
1135,102.64609884819018
1136,106.53592226890252
1137,176.4891452382197
1138,188.40175622667923
1139,179.23116640872223
1140,147.8097423385334
1141,85.99942743993385
1142,119.52281089003782
1143,59.8825329263694
1144,57.3323168878655
1145,157.35052574924669
1146,164.96714233096188
1147,148.68421423388276
1148,147.80993344801792
1149,112.0378807221924
1150,30.208349500093902
1151,60.33623609524553
1152,106.53592226890252
1153,101.0506315773662
1154,208.32540003287164
1155,145.84462777940195
1156,147.66105025057624
1157,91.43878727090403
1158,133.63646384461777
1159,60.61811269776856
1160,57.35094334351991
1161,91.67912971049324
1162,102.58390064772615
1163,148.87884464274146
1164,147.56302529233227
1165,99.1609575712755
1166,83.03142491138361
1167,59.99413851204188
1168,46.867866857850736
1169,124.8886302394031
1170,136.36426525982637
1171,151.61750453561456
1172,148.04299406930585
1173,162.11005271615545
1174,19.603629933837695
1175,61.3920176956437
1176,57.40069030582008
1177,97.45893110513761
1178,157.48189541547234
1179,136.62246985550217
1180,148.3617633726473
1181,124.71958969240359
1182,114.17684514923285
1183,60.31913099244097
1184,56.972446733395905
1185,97.4588835157958
1186,180.47495606995187
1187,152.0162772318045
1188,148.92535314803465
1189,125.70340159615043
1190,131.70578812236184
1191,39.85550410141868
1192,56.56843799832863
1193,97.49061666015965
1194,135.3259368530043
1195,144.67415153748095
1196,146.42596290857637
1197,184.0621506502825
1198,131.84535937490097
1199,65.00903832122937
1200,57.205566753045275
1201,97.403518738813
1202,166.9285960104136
1203,145.59572455536184
1204,148.9538599455405
1205,124.79640789158452
1206,154.36751263140096
1207,73.1408181077421
1208,155.0789959908978
1209,133.7456359996194
1210,125.63690687915656
1211,135.75400357879525
1212,122.02481463133063
1213,124.49279571879819
1214,126.09719702356344
1215,123.76434886512511
1216,58.336824405819655
1217,134.19424144524305
1218,189.86738426796654
1219,142.17668384714233
1220,137.4856771454552
1221,193.16273964947098
1222,126.09719702356344
1223,83.2637646237841
1224,188.60921566856354
1225,97.84513133838301
1226,150.82784471434954
1227,181.789700800011
1228,151.37784674235002
1229,125.48852280188439
1230,161.96316885879372
1231,163.23454939237348
1232,37.45399370504069
1233,97.89286049121084
1234,189.86738426796654
1235,124.9970842732999
1236,157.82120453917656
1237,125.41628680081735
1238,161.67312447834644
1239,122.09770720457804
1240,131.44609877708743
1241,82.72523877973309
1242,189.78893697801402
1243,171.15133130020118
1244,166.51710283306335
1245,149.96723150476856
1246,166.5655312989015
1247,169.69217846584735
1248,159.56512981570287
1249,200.48933620673108
1250,191.5376418826671
1251,179.5366187782768
1252,202.4434180641683
1253,155.05898460283083
1254,166.75606901930922
1255,149.02517186491087
1256,166.8779349829387
1257,203.9214262535275
1258,164.37787187644506
1259,179.42208242204612
1260,178.78492271218772
1261,170.30524433265145
1262,166.17080163078973
1263,149.02517186491087
1264,190.07073810762103
1265,158.03243343372793
1266,163.4103745580693
1267,179.51531158041706
1268,177.15654420486968
1269,98.14603795701163
1270,76.31718304037305
1271,149.02311656508118
1272,153.0396946282018
1273,143.11250310273672
1274,143.09720889557155
1275,179.32794697346856
1276,84.56908533916838
1277,88.1215931970511
1278,94.41660949133981
1279,100.93270209738009
1280,126.15153306360654
1281,148.31241851816318
1282,132.59598496827624
1283,129.06679605770682
1284,132.78316116857317
1285,106.69891652092915
1286,123.26704910729079
1287,100.9596153815287
1288,125.06399755505466
1289,146.45181370592232
1290,145.78573658873842
1291,129.88729923084477
1292,122.45147151272973
1293,108.11472875685038
1294,112.24067663274691
1295,143.75890031043852
1296,149.2878747493349
1297,78.01637140688634
1298,92.64710088548439
1299,102.20214277756679
1300,125.60153886667172
1301,167.40156040342455
1302,122.13119703668949
1303,127.0114157651215
1304,130.6618596232096
1305,170.4705667402254
1306,82.6500863715149
1307,97.58130589016879
1308,125.60153903271971
1309,110.71592784385466
1310,126.0677699831297
1311,128.87446410748228
1312,130.66207174408652
1313,132.85244477125264
1314,141.6613573427439
1315,102.53622252366615
1316,125.69137972296451
1317,119.80592856978691
1318,126.3519673528813
1319,126.26814417129337
1320,130.5367677868372
1321,114.80378611955481
1322,124.95621280841401
1323,89.36504231786526
1324,125.93797760589548
1325,164.61620711145196
1326,165.65209515425278
1327,133.4509913850351
1328,130.14978116510133
1329,127.59126726608156
1330,94.22749106975434
1331,128.4072748066242
1332,125.63561089420288
1333,103.98302741725176
1334,170.0327793921279
1335,144.5312786127181
1336,130.47421622782846
1337,102.5940903210749
1338,86.68026672171969
1339,127.33056721575524
1340,124.04905422647607
1341,127.51680698665712
1342,122.86051394380202
1343,89.59135715471098
1344,159.28765338555917
1345,102.5940903210749
1346,117.9878762327379
1347,129.56042658931943
1348,124.68227147151042
1349,127.51680698665712
1350,107.82755828313122
1351,126.58997757505983
1352,131.44536562446763
1353,102.61637231172206
1354,126.0041041069342
1355,82.28877438979482
1356,124.5899761133517
1357,127.49893602841534
1358,76.72020703191919
1359,129.91461990792524
1360,129.44753687419043
1361,102.27186582459458
1362,107.34961988575569
1363,140.2228722019093
1364,124.56917501396023
1365,127.30541734685849
1366,145.65979267169837
1367,145.2694627364634
1368,125.89149914168372
1369,102.31160662692629
1370,100.43378632347654
1371,113.76397718052631
1372,149.7691059690748
1373,127.21373060283058
1374,122.9940217324978
1375,153.44826107453343
1376,148.02105006784518
1377,101.46493067255406
1378,75.63893371230259
1379,100.76872636108371
1380,137.70879539222594
1381,127.45212257105008
1382,129.95169639527157
1383,124.2048038296202
1384,92.56999734259269
1385,92.32972583199269
1386,75.63893371230259
1387,134.3518295850832
1388,151.70652779590608
1389,127.42576972114023
1390,130.3871337991846
1391,100.50813123116447
1392,129.63612018098567
1393,101.32809720815746
1394,75.63189893732665
1395,149.74421079724712
1396,149.71429776089312
1397,126.85101105949607
1398,144.72434856197862
1399,60.70907725681235
1400,133.96489461820653
1401,102.20979949746558
1402,118.3271532111626
1403,130.36572379976357
1404,151.82650494474532
1405,112.5457690933094
1406,130.38794168718337
1407,132.40904344662079
1408,147.40351234492817
1409,127.21664180198768
1410,76.07293357296204
1411,125.63510873721262
1412,128.59205021302483
1413,143.05519610099154
1414,130.8207163069731
1415,121.80121030058349
1416,155.18167035776588
1417,107.43443788995235
1418,75.72997485125052
1419,100.97204943474631
1420,114.22789337617982
1421,111.32495854928852
1422,142.06209172048116
1423,129.26077749925938
1424,127.47342011388476
1425,111.05279803327187
1426,77.1666653022247
1427,188.4762793748393
1428,149.59225300287903
1429,158.03243343372793
1430,115.58760319972271
1431,109.41500265676923
1432,104.4441770887416
1433,98.87683947751647
1434,155.907087967472
1435,188.67863592702932
1436,153.0396946282018
1437,134.2116934663995
1438,139.15271350037378
1439,109.47860757344236
1440,120.49228754767512
1441,130.02508921628197
1442,175.6364312574635
1443,188.66858607213538
1444,152.23420859065658
1445,142.75691113934602
1446,90.14241936949311
1447,109.67246686138166
1448,112.2853362960781
1449,184.3742394193288
1450,199.9416624763217
1451,132.02815100822554
1452,121.21691367018425
1453,166.4553573277807
1454,171.99474834038384
1455,168.07043498840972
1456,175.97495919354714
1457,189.84268795181876
1458,175.72015242747804
1459,201.03255136378377
1460,160.19364904627517
1461,162.44418624403463
1462,160.65562810187652
1463,173.70539185167345
1464,146.17973898093132
1465,183.83070111306057
1466,184.5791012876992
1467,209.1656255972257
1468,173.250715488738
1469,183.8356153134868
1470,207.9427812716671
1471,149.4194703224499
1472,195.86108994578106
1473,146.64761644338128
1474,177.61658881091387
1475,220.34552030850506
1476,173.25085272888356
1477,181.96286478814665
1478,148.56002878243717
1479,127.70368197566759
1480,175.06405392386654
1481,223.37719357390142
1482,180.42705709935814
1483,165.22586407878413
1484,166.9378240858146
1485,140.55671583882994
1486,100.97891127944152
1487,166.8679905003746
1488,175.30542644925015
1489,134.24744047504197
1490,176.7116761215862
1491,203.77676892258862
1492,166.67361192098696
1493,203.69996861902322
1494,107.91675997641508
1495,161.90824181845545
1496,200.3992857993527
1497,144.31581507542626
1498,221.1727928421589
1499,221.21240450425253
1500,151.404099727089
1501,204.4122420966713
1502,219.6993241543975
1503,220.69937341379583
1504,199.61550088041665
1505,197.8998081880599
1506,192.99453295251547
1507,201.96478695736067
1508,192.98772620434073
1509,218.24177927464228
1510,220.6269286555026
1511,205.25431273324588
1512,210.5572431963248
1513,197.90003834906912
1514,196.68837478398294
1515,218.36088134404795
1516,179.01560429660373
1517,218.01093115711947
1518,219.64998590747754
1519,218.6136341636906
1520,221.10769098562778
1521,198.1419952513557
1522,219.40650242068426
1523,203.66002753972555
1524,191.53653478009917
1525,218.28670710383545
1526,159.99376923264816
1527,215.69630127864548
1528,220.93678148559792
1529,198.25140413970112
1530,218.50313966882632
1531,208.3746730091012
1532,194.94001240235863
1533,217.8370989137947
1534,181.19369030673747
1535,221.97393842250494
1536,26.968751631825388
1537,197.51719555757936
1538,191.5717429606356
1539,218.14355780618794
1540,208.44173046546788
1541,217.37291536163715
1542,181.08025385519414
1543,219.62352509735896
1544,220.76141239140784
1545,197.44362936861785
1546,191.52168221188592
1547,169.34877233595998
1548,219.11315460316928
1549,217.15069952342418
1550,207.6484688574032
1551,224.59414686196206
1552,226.1430475184157
1553,218.26689568463706
1554,174.90450219242902
1555,176.71475374634346
1556,191.57073585198788
1557,218.03737407778618
1558,207.61197598862776
1559,214.92670441985052
1560,218.43289226237812
1561,126.24193749760609
1562,191.49938728819444
1563,160.95914778451194
1564,219.68130573738972
1565,217.20327797649674
1566,207.59510470027257
1567,201.5530855175536
1568,218.29661905121074
1569,221.19787713436116
1570,220.02464038921624
1571,176.58468823258536
1572,170.57404380148992
1573,217.02704926878832
1574,218.2562618143515
1575,211.88782277859278
1576,204.1196851413559
1577,219.832064562426
1578,176.58937725807613
1579,176.33110654022985
1580,204.60366427463939
1581,219.28101354107562
1582,218.13862942400547
1583,191.18653710357685
1584,219.7087371458252
1585,194.571972041062
1586,192.03851738536858
1587,175.86791131903493
1588,221.75595832834938
1589,218.19899809519552
1590,190.29788212438208
1591,84.6762939735337
1592,203.0813303443525
1593,194.93446135573186
1594,192.87492997885016
1595,175.86785262437758
1596,195.9348340143743
1597,218.98893748042093
1598,219.1831597221861
1599,214.58931078587193
1600,165.05737854420272
1601,195.0452397531408
1602,191.93075389847417
1603,179.77075995729996
1604,166.35667976165877
1605,197.11665846542934
1606,216.36310246898128
1607,214.8969681096352
1608,203.2018092155744
1609,194.78301880383023
1610,194.91826699061258
1611,179.25619986888242
1612,177.56432919065963
1613,201.46447452018967
1614,108.78283614024322
1615,191.74227280870656
1616,213.03707407082612
1617,196.79658351055477
1618,182.11695325952488
1619,190.6128017118936
1620,204.18442985703615
1621,219.13743099315474
1622,209.55373020045272
1623,193.0015002800982
1624,215.7438834999187
1625,193.07932177288254
1626,226.4403534240608
1627,232.87601042575866
1628,232.5007671802095
1629,216.8221381675084
1630,217.49326024809028
1631,213.32988192203052
1632,215.1081740406218
1633,197.4032970019222
1634,206.35757810846394
1635,230.4584845841702
1636,232.2471660233909
1637,211.99413951285473
1638,201.10670078171634
1639,214.15607567278715
1640,179.29871386377326
1641,177.3369642383306
1642,219.50906302834505
1643,230.61114741096716
1644,232.20826916200653
1645,231.4004974258301
1646,179.31556191176696
1647,230.47838497540556
1648,214.80389495399163
1649,196.4718747943525
1650,211.90963588242425
1651,159.39837784372153
1652,229.32552396697005
1653,210.68728008617677
1654,199.77942260211805
1655,217.0859573455244
1656,179.66152945814693
1657,186.24681375040763
1658,199.74067338288566
1659,232.37224941972732
1660,228.22088635058952
1661,210.9924779113484
1662,179.91244070738458
1663,212.0262175344874
1664,162.78958214562988
1665,210.02491867846305
1666,174.26297583970828
1667,202.8962593296986
1668,181.2439423408177
1669,147.34507792173002
1670,179.53726881044923
1671,85.2212257222836
1672,226.9640986722373
1673,207.2929997884862
1674,129.91082885330533
1675,201.39741451491005
1676,63.18660158437583
1677,207.76474562226213
1678,79.34027418018529
1679,187.25259501257125
1680,193.54952055341508
1681,168.2960378369466
1682,88.62535823519514
1683,169.68360360979113
1684,147.31162620817673
1685,159.78038102059577
1686,226.8928949776339
1687,182.84106246595738
1688,227.8607192412147
1689,207.73305957201873
1690,225.91863882931813
1691,202.01106746532167
1692,199.6757158645849
1693,147.58576069785667
1694,181.02246361402166
1695,201.6821812194584
1696,220.74925409581434
1697,216.79250882709303
1698,222.62473215513577
1699,220.36936561042253
1700,176.06312275852363
1701,199.75535718236924
1702,208.9103472626291
1703,186.87525117506078
1704,222.7542994569081
1705,216.21861138703576
1706,200.11301996749606
1707,236.4705473291802
1708,214.73486724792582
1709,188.9269171004358
1710,199.4114881700751
1711,214.2418620900515
1712,171.84197241798174
1713,216.46263337340233
1714,224.1759015094643
1715,237.04775009144018
1716,197.63921570007386
1717,189.3361066167966
1718,199.41043857341683
1719,225.28857013640717
1720,227.54503004523295
1721,215.20289908601498
1722,224.12882276446334
1723,187.40012739337814
1724,201.73847309953732
1725,198.5221590180551
1726,199.4367941431143
1727,199.18152859319093
1728,219.587115405607
1729,214.4769482098183
1730,224.29985621378668
1731,224.27945981224485
1732,211.33707880564162
1733,200.98043239051827
1734,199.39540691718702
1735,202.50672199096226
1736,165.7087889126469
1737,213.73118314088097
1738,224.55959279041036
1739,208.61808029220478
1740,204.86342098543383
1741,199.51047456216128
1742,237.47167928469747
1743,226.6362440450584
1744,184.87027390145641
1745,214.94320605388785
1746,238.95756262661476
1747,200.78227070495055
1748,231.78221369508316
1749,198.6657432868677
1750,238.11709089329398
1751,217.00335797312135
1752,238.81134179961373
1753,55.87062705708752
1754,224.7888793866971
1755,224.82635187998153
1756,237.40367701811502
1757,191.78823094372444
1758,206.6322460473347
1759,217.14217460340492
1760,234.5261475338206
1761,206.11664120351958
1762,225.79452080678806
1763,170.98661271240888
1764,200.72862391380554
1765,220.02246775665554
1766,209.65387480032277
1767,217.0253543344301
1768,235.23805925083843
1769,220.8929322538704
1770,239.00366027216347
1771,225.06713410585408
1772,222.1641982553045
1773,217.5445704656342
1774,239.01947749287052
1775,217.06871640936873
1776,210.19371716225228
1777,224.82787374029732
1778,234.96056256331735
1779,225.4188024545992
1780,210.56584603760544
1781,239.40846904693953
1782,207.985475152056
1783,224.94227730801543
1784,237.80442915918624
1785,194.08548022558597
1786,214.6844712913052
1787,202.3026366072242
1788,213.29115617858275
1789,216.8787025080731
1790,198.48549064882076
1791,237.9413245927778
1792,202.17033063355046
1793,206.39730911719388
1794,204.7943119173029
1795,221.57428746910378
1796,207.6905573293278
1797,212.2635211872598
1798,215.3217448013319
1799,240.1228604826634
1800,202.17033063355046
1801,225.85441140893596
1802,221.86992554423486
1803,207.65419679318188
1804,207.41125883459716
1805,218.32470765744407
1806,238.22272153914992
1807,240.46126699129863
1808,229.80119624730787
1809,175.09130027592988
1810,235.6460004639911
1811,242.4333322909421
1812,207.705368749049
1813,165.64077364115082
1814,228.30276471560532
1815,207.85349678239044
1816,184.25759456500123
1817,235.83361724742696
1818,208.73403418076464
1819,179.24361593661487
1820,198.01154840891465
1821,175.13429140716812
1822,194.32946531282758
1823,193.48290064221297
1824,238.98729402658932
1825,213.04781045731835
1826,217.27760925249407
1827,234.555915858858
1828,237.86061020009393
1829,238.2013372111751
1830,122.45037608467734
1831,190.33906824053463
1832,239.49559906946502
1833,235.50062006451282
1834,239.85483197222183
1835,172.84470521300992
1836,238.7478407187582
1837,238.00681598529064
1838,238.25563653381965
1839,198.60848143393147
1840,238.021983040537
1841,235.47858373678946
1842,197.48565921511414
1843,190.1120088094826
1844,211.95621215287437
1845,237.84742838876778
1846,221.7094320542355
1847,217.98570707823615
1848,238.4739246847267
1849,235.2812564514914
1850,210.93624254752413
1851,210.30050735020913
1852,213.98129907988783
1853,238.3437522208181
1854,179.9276747377823
1855,234.1496427093492
1856,240.03245831607168
1857,235.427175158938
1858,212.55013731880322
1859,190.3527578975188
1860,179.8968546523619
1861,238.54214754234476
1862,200.19088220276643
1863,238.22857909186536
1864,236.15027682000004
1865,222.09923402573753
1866,212.76372389529087
1867,204.82891479362283
1868,212.7900033619028
1869,236.89798159005295
1870,200.17337721993277
1871,190.09765385396673
1872,214.04385225030728
1873,238.02939813766307
1874,211.6727044711832
1875,221.75206959635346
1876,216.6816331572671
1877,239.18666772345887
1878,220.44641374398378
1879,222.0886740867823
1880,238.0058646893598
1881,237.55128812410402
1882,234.26954651831767
1883,238.11922693385867
1884,166.51465811221328
1885,227.09529682739122
1886,220.4277293264096
1887,174.6563685902274
1888,240.03822052661576
1889,236.14609643472664
1890,234.10098439017867
1891,243.7799588062494
1892,214.84754155928263
1893,211.531637568846
1894,177.52216917113836
1895,172.38964990146582
1896,240.1526373418023
1897,214.3071402924627
1898,235.59609510752392
1899,213.81593791167347
1900,215.51483523579728
1901,209.40395369399022
1902,177.89052392998704
1903,236.51331297655946
1904,216.50812750660248
1905,213.4834710456957
1906,216.7755239373044
1907,218.2985208646864
1908,165.82760701845103
1909,226.07719053788077
1910,179.6060017338196
1911,193.30068317404516
1912,198.70030753465286
1913,243.01561861794357
1914,175.622548499447
1915,217.5632342832126
1916,205.36094825323943
1917,224.25071590885736
1918,177.8892912509117
1919,173.53179529377235
1920,198.2959245478569
1921,191.10434492819923
1922,123.95183849743971
1923,217.5845570682706
1924,186.35269004144578
1925,227.063268771287
1926,168.48794913893485
1927,173.70315980644597
1928,183.5768812166673
1929,166.73375805522463
1930,204.98881599688792
1931,218.29202741245027
1932,242.8872190197673
1933,203.3087897926356
1934,162.53305636097173
1935,173.8848627822845
1936,146.98065917991244
1937,191.2466697380934
1938,202.74399934022696
1939,218.35298945817195
1940,242.46455251301035
1941,218.7153883543035
1942,196.48263590744253
1943,173.89344981831175
1944,161.53540126705323
1945,214.90194620667162
1946,215.14002912574477
1947,218.25924402245352
1948,191.88253107926823
1949,240.60857236192592
1950,221.03402084158878
1951,220.69415019335423
1952,238.82206912031975
1953,207.08696963226194
1954,231.0077553059526
1955,202.75394748745103
1956,223.24261804486423
1957,226.42595309702588
1958,155.34319047895465
1959,141.66944317655194
1960,216.80347819956106
1961,239.8274062765679
1962,187.51579408747838
1963,202.4072004306458
1964,183.92266650663035
1965,209.44669511311545
1966,156.32233096089496
1967,112.3332813328145
1968,183.99631788489094
1969,237.89615392521273
1970,220.77247589311142
1971,199.2491786041287
1972,178.55874612311408
1973,221.05375485112518
1974,32.68947305840858
1975,155.50619388125597
1976,183.83789160972916
1977,180.473069655345
1978,195.77131167137787
1979,220.4228564225055
1980,223.20219962900518
1981,212.0348143223883
1982,185.47095498756977
1983,154.19994255322894
1984,192.8702945447206
1985,178.35480135797926
1986,204.18840795748707
1987,239.8403334575152
1988,224.4247555081518
1989,215.42348911574203
1990,186.19484405598737
1991,204.45884356343728
1992,183.44147432746462
1993,208.49045445806286
1994,224.33710880462567
1995,238.90289568638883
1996,225.30119581059898
1997,214.67797010345913
1998,239.40744881366672
1999,138.5062092492198
